"","CHSI_County_Name","CHSI_State_Name","Brst_Cancer","Col_Cancer","Lung_Cancer"
"3099","Richland","Wisconsin",27.3,22,37.5
"3100","Rock","Wisconsin",28,18.9,59.1
"3101","Rusk","Wisconsin",21.8,14.6,50.8
"3102","St. Croix","Wisconsin",15.9,20,52.6
"3103","Sauk","Wisconsin",30.3,15.8,42.8
"3104","Sawyer","Wisconsin",19.6,26.5,58.1
"3105","Shawano","Wisconsin",20.3,19.8,48.7
"3106","Sheboygan","Wisconsin",18.2,23.4,36.3
"3107","Taylor","Wisconsin",20.1,16.3,39.6
"3108","Trempealeau","Wisconsin",20.4,27.1,34.4
"3109","Vernon","Wisconsin",31.8,26.4,44.4
"3110","Vilas","Wisconsin",33.9,17.5,55.8
"3111","Walworth","Wisconsin",25.1,20.5,46.9
"3112","Washburn","Wisconsin",17.4,29.2,54.6
"3113","Washington","Wisconsin",22.4,18.2,50.1
"3114","Waukesha","Wisconsin",23.5,17.8,43.4
"3115","Waupaca","Wisconsin",23.6,16.2,51.6
"3116","Waushara","Wisconsin",25.5,20.2,53.7
"3117","Winnebago","Wisconsin",25.3,18.3,49.1
"3118","Wood","Wisconsin",24.1,14.2,43.2
"3119","Albany","Wyoming",23.6,23.3,37.3
"3120","Big Horn","Wyoming",23.8,25.3,56.3
"3121","Campbell","Wyoming",18.6,17.6,63.2
"3122","Carbon","Wyoming",28.4,25.3,48.1
"3123","Converse","Wyoming",-1111.1,21.4,58.7
"3124","Crook","Wyoming",26.7,33.6,41.9
"3125","Fremont","Wyoming",21.8,20.7,59.3
"3126","Goshen","Wyoming",14.1,21.8,42.6
"3127","Hot Springs","Wyoming",23.9,29,46.8
"3128","Johnson","Wyoming",-1111.1,13.4,60.2
"3129","Laramie","Wyoming",28.8,21.4,51.5
"3130","Lincoln","Wyoming",25.8,20.8,24.5
"3131","Natrona","Wyoming",16.5,16.7,53.6
"3132","Niobrara","Wyoming",-1111.1,-1111.1,52.3
"3133","Park","Wyoming",20.4,17.2,53.7
"3134","Platte","Wyoming",-1111.1,21.2,45.9
"3135","Sheridan","Wyoming",33.6,20,48.9
"3136","Sublette","Wyoming",38.5,21.9,34.2
"3137","Sweetwater","Wyoming",25.8,15,42.2
"3138","Teton","Wyoming",24.7,15.4,37.7
"3139","Uinta","Wyoming",15.4,24.7,46.1
"3140","Washakie","Wyoming",38.2,19.4,45.3
"3141","Weston","Wyoming",-1111.1,32.8,58.9
